age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
48,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6.0,108.27,58676.6,577.0895238,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
16,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,177.27,23458.84,786.73,Yes,No,No,Not Applicable,Products always in Stock,0
48,M,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,8.0,172.68,23108.26,557.11,Yes,No,Yes,Solved,Poor Customer Service,1
56,F,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5.0,392.79,75817.2,825.05,Yes,No,No,Not Applicable,Reasonable Price,0
24,M,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,5.0,327.24,22952.52,526.7,Yes,No,Yes,No Information Available,Poor Customer Service,1
41,M,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,21.0,128.82,39856.6,697.62,Yes,No,No,Not Applicable,Poor Product Quality,1
22,F,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15.0,65.19,2941.88,610.6,Yes,No,Yes,No Information Available,No reason specified,1
51,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,,87.72,44431.17,706.71,No,Yes,Yes,Solved,Poor Product Quality,1
44,F,Village,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,21.0,195.99,34619.08,388.4777276,Yes,No,No,Not Applicable,Too many ads,0
15,M,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,9.0,75.64,16851.15,684.0,Yes,No,No,Not Applicable,No reason specified,1
40,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,23.0,70.69,73101.61,85.54729913,Yes,No,Yes,Solved,User Friendly Website,0
28,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,21.0,632.54,48325.75,648.8,Yes,Yes,Yes,Solved,Too many ads,1
34,F,City,Platinum Membership,Yes,Without Offers,Smartphone,Fiber_Optic,10.0,109.69,21394.81,721.66,No,Yes,No,Not Applicable,Poor Product Quality,0
34,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21.0,39.15,34729.59,701.5,Yes,No,Yes,Unsolved,Poor Customer Service,1
11,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.0,186.49,34862.68,847.3381966,Yes,No,No,Not Applicable,Poor Website,1
58,M,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15.0,117.83,42067.27,581.83,Yes,No,Yes,Unsolved,No reason specified,1
28,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,1325.397321,4439.84,22.29115411,No,Yes,No,Not Applicable,Too many ads,1
51,F,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,3.0,1452.58,44529.58,697.62,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
13,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,208.98,21568.27,663.65,No,Yes,No,Not Applicable,Poor Website,1
23,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20.0,269.81,43508.5,793.35,Yes,No,Yes,Unsolved,Quality Customer Care,0
63,M,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5.0,-481.7987805,12885.73,697.62,Yes,No,No,Not Applicable,Too many ads,1
17,M,Town,Basic Membership,Yes,Without Offers,Both,Fiber_Optic,7.0,668.73,30223.0,887.9251628,Yes,Yes,Yes,Solved,Poor Product Quality,1
42,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,34.95,42864.77,695.73,Yes,No,Yes,No Information Available,Too many ads,1
30,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,162.92,28519.38,682.26,Yes,No,No,Not Applicable,No reason specified,1
11,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,20.0,32.59,21388.5,634.98,No,Yes,No,Not Applicable,No reason specified,1
29,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,34.67,39868.13,556.83,No,Yes,Yes,Unsolved,Too many ads,0
17,F,Town,Basic Membership,No,Without Offers,Desktop,Mobile_Data,4.0,94.21,27669.6,1255.5129,Yes,No,Yes,Unsolved,Poor Customer Service,1
10,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,57.6,3348.34,687.68,No,Yes,Yes,No Information Available,Poor Website,1
40,M,Town,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,19.0,203.53,7474.43,507.34,No,Yes,No,Not Applicable,No reason specified,1
53,Unknown,Village,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,650.07,26235.35,532.6,No,Yes,Yes,No Information Available,No reason specified,1
18,M,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,9.0,33.61,29645.1,703.61,No,Yes,Yes,Solved,No reason specified,1
12,M,Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,22.0,101.16,16260.52,1103.864186,No,Yes,Yes,No Information Available,Reasonable Price,0
12,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,85.29,27263.29,245.6385228,Yes,No,Yes,Solved in Follow-up,Poor Website,1
55,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,12.0,116.5,3763.02,679.38,No,Yes,Yes,Solved,No reason specified,1
12,F,City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,11.0,50.14,1926.32,1208.749705,No,Yes,No,Not Applicable,Poor Product Quality,0
20,M,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16.0,192.88,16418.81,536.59,Yes,No,No,Not Applicable,Poor Customer Service,1
51,M,Town,No Membership,Yes,Without Offers,Desktop,Mobile_Data,6.0,58.6,28308.1,548.45,Yes,No,Yes,Unsolved,Poor Website,1
26,F,City,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,7.0,433.19,22148.57,769.73,Yes,No,No,Not Applicable,Poor Customer Service,0
51,M,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,18.0,261.82,38107.14,657.31,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
33,M,City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12.0,219.51,40965.2,649.58,No,Yes,No,Not Applicable,Poor Website,1
30,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,208.91,7607.23,684.48,No,Yes,No,Not Applicable,Too many ads,1
43,F,Village,No Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21.0,977.4020983,44976.52,567.8,Yes,No,No,Not Applicable,Poor Website,1
11,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15.0,134.06,1977.29,792.16,Yes,No,No,Not Applicable,Poor Customer Service,0
62,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,32.77,12380.06,518.95,Yes,No,No,Not Applicable,Too many ads,1
10,F,City,Premium Membership,Yes,Without Offers,Both,Mobile_Data,20.0,479.44,38903.25,741.91,No,Yes,Yes,No Information Available,Poor Customer Service,0
42,M,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14.0,47.65,7233.96,909.6495628,No,Yes,Yes,No Information Available,Poor Customer Service,1
21,M,Town,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,6.0,530.93,76385.65,1321.811485,No,Yes,Yes,No Information Available,Quality Customer Care,0
42,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,3.0,529.58,42964.11,619.28,Yes,Yes,No,Not Applicable,Poor Product Quality,1
41,F,Town,Basic Membership,No,Without Offers,Smartphone,Fiber_Optic,3.0,132.51,18878.45,520.85,No,Yes,Yes,Solved,Poor Website,1
32,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13.0,75.95,99861.47,697.62,No,Yes,No,Not Applicable,User Friendly Website,0
64,F,Town,Platinum Membership,Yes,Without Offers,Smartphone,Wi-Fi,11.0,140.82,35437.08,1271.566699,No,Yes,Yes,Unsolved,No reason specified,0
49,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,302.81,45331.07,765.72,Yes,Yes,No,Not Applicable,No reason specified,0
33,M,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,25.0,-164.464729,48209.91,1065.837489,Yes,Yes,Yes,No Information Available,Poor Product Quality,1
42,M,Village,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,968.5378758,18997.9,697.62,Yes,No,Yes,Unsolved,Poor Product Quality,1
29,M,City,No Membership,No,Without Offers,Desktop,Fiber_Optic,8.0,43.47,48631.38,635.11,No,Yes,No,Not Applicable,Too many ads,1
23,M,Town,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,16.0,963.2694068,44952.15,637.86,No,Yes,Yes,Solved in Follow-up,Poor Website,1
40,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,7.0,35.74,91608.61,697.62,Yes,No,No,Not Applicable,Reasonable Price,0
52,M,Town,Gold Membership,No,Without Offers,Both,Mobile_Data,21.0,416.23,14671.08,326.0818483,No,Yes,No,Not Applicable,Too many ads,0
39,F,Town,No Membership,No,Without Offers,Both,Mobile_Data,3.0,364.97,18525.89,873.7902467,No,Yes,No,Not Applicable,Poor Website,1
14,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15.0,-843.6033647,27249.38,770.24,No,Yes,No,Not Applicable,No reason specified,0
13,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,476.7,18827.38,582.14,No,Yes,No,Not Applicable,No reason specified,1
47,M,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,13.0,179.91,20275.47,523.45,No,Yes,No,Not Applicable,Poor Product Quality,1
30,F,City,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,5.0,136.87,29797.8,697.62,Yes,No,No,Not Applicable,Too many ads,1
24,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,5.0,34.05,34987.79,607.79,Yes,No,Yes,Solved,Too many ads,1
31,F,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,19.0,34.46,40704.27,764.32,No,Yes,No,Not Applicable,No reason specified,0
61,M,Town,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,2.0,437.99,29584.14,751.1,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
63,M,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,9.0,33.39,32154.11,506.23,No,Yes,No,Not Applicable,Poor Website,1
16,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18.0,235.45,34707.26,704.9,No,Yes,No,Not Applicable,Too many ads,1
43,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,5.0,265.47,24280.81,126.7495283,Yes,No,Yes,No Information Available,Poor Product Quality,1
64,M,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17.0,158.05,32013.84,795.48,Yes,No,Yes,Unsolved,Products always in Stock,0
14,F,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22.0,58.83,42966.63,647.08,Yes,No,No,Not Applicable,Poor Website,1
16,F,City,No Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,,1565.601358,17432.91,612.18,Yes,No,No,Not Applicable,Poor Customer Service,1
15,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,10.0,661.62,3553.0,773.36,Yes,Yes,No,Not Applicable,Products always in Stock,0
20,F,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,14.0,101.01,43072.38,274.1134798,Yes,No,No,Not Applicable,Too many ads,1
10,F,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,22.0,57.93,24611.43,695.44,No,Yes,Yes,No Information Available,Too many ads,1
53,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,10.0,440.53,24033.97,579.78,Yes,No,Yes,Solved,Poor Customer Service,1
56,M,Village,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,34.23,19362.22,703.7,No,Yes,No,Not Applicable,No reason specified,0
64,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,20.0,457.17,4726.59,554.42,Yes,No,No,Not Applicable,Poor Product Quality,1
37,F,City,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,17.0,187.77,2907.02,692.45,Yes,No,Yes,No Information Available,Poor Product Quality,1
54,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3.0,922.44,6660.76,697.62,No,Yes,No,Not Applicable,Poor Website,0
60,F,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12.0,125.31,17489.36,770.88,No,Yes,Yes,No Information Available,No reason specified,0
32,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,160.93,16576.08,757.91,No,Yes,Yes,Unsolved,Poor Customer Service,0
55,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23.0,498.44,22768.1,697.62,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0
38,M,Town,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,6.0,282.03,8982.58,744.2,Yes,Yes,Yes,Solved,Poor Customer Service,0
63,F,Village,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,130.79,28480.54,666.66,Yes,No,No,Not Applicable,Poor Website,1
25,F,Town,Silver Membership,No,Without Offers,Both,Fiber_Optic,20.0,554.68,19320.61,714.85,Yes,No,Yes,Solved,Poor Customer Service,0
35,F,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,21.0,32.25,22370.7,753.52,No,Yes,Yes,Solved,No reason specified,0
37,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,117.95,13881.9,553.97,Yes,No,Yes,No Information Available,Poor Customer Service,1
38,F,Town,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,18.0,160.38,32228.34,257.2267634,Yes,No,Yes,Unsolved,No reason specified,1
53,M,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,8.0,94.61,6129.74,687.41,No,Yes,No,Not Applicable,Poor Website,1
48,F,City,Platinum Membership,Yes,Without Offers,Desktop,Mobile_Data,12.0,30.82,28321.67,707.62,Yes,No,Yes,Solved in Follow-up,Too many ads,0
11,F,City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,198.55,44620.14,697.62,Yes,No,No,Not Applicable,Products always in Stock,0
10,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,85.16,42609.21,692.33,No,Yes,Yes,No Information Available,Poor Website,1
10,F,City,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,7.0,45.98,21081.5,680.21,Yes,No,Yes,Solved,Poor Website,1
18,F,Town,Silver Membership,Yes,Without Offers,Desktop,Mobile_Data,15.0,1630.952487,34425.83,784.03,Yes,No,No,Not Applicable,Poor Customer Service,0
52,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,8.0,808.13,42770.55,697.62,Yes,Yes,No,Not Applicable,Poor Product Quality,1
22,M,City,Platinum Membership,No,Without Offers,Desktop,Fiber_Optic,15.0,298.88,8495.3,721.44,Yes,Yes,Yes,Solved,No reason specified,0
20,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,1.0,33.7,20838.72,750.11,No,Yes,No,Not Applicable,No reason specified,0
36,F,Town,No Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,15.0,214.35,13289.99,506.87,Yes,Yes,No,Not Applicable,Poor Product Quality,1
27,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,134.74,40722.23,697.62,Yes,No,No,Not Applicable,Products always in Stock,0
63,M,City,No Membership,No,Without Offers,Both,Fiber_Optic,7.0,468.97,11394.5,418.6799161,Yes,Yes,No,Not Applicable,Poor Product Quality,1
24,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,13.0,107.12,49314.66,716.55,No,Yes,Yes,Solved,Too many ads,0
55,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8.0,370.6,4022.21,649.22,Yes,No,No,Not Applicable,Poor Website,1
53,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6.0,39.31,61283.24,736.73,Yes,No,No,Not Applicable,Reasonable Price,0
36,F,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,8.0,210.64,46466.03,716.45,No,Yes,No,Not Applicable,Too many ads,0
62,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,7.0,500.67,40996.02,629.63,Yes,No,Yes,Solved,No reason specified,1
16,M,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,14.0,-836.7438807,25138.44,797.73,No,Yes,No,Not Applicable,Quality Customer Care,0
15,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,19.0,44.43,898.87,697.62,No,Yes,No,Not Applicable,No reason specified,1
42,M,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22.0,342.73,41296.48,740.14,No,Yes,Yes,Unsolved,No reason specified,0
35,M,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18.0,55.16,44048.08,600.88,No,Yes,No,Not Applicable,No reason specified,1
38,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,21.0,36.84,72742.21,730.86,No,Yes,Yes,Unsolved,Reasonable Price,0
12,M,Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,6.0,112.64,3936.53,694.09,Yes,No,No,Not Applicable,No reason specified,1
11,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,,610.03,4557.89,767.75,Yes,Yes,Yes,Unsolved,No reason specified,0
54,M,Village,No Membership,No,Without Offers,Desktop,Wi-Fi,14.0,121.32,9866.56,556.74,Yes,No,No,Not Applicable,Too many ads,1
55,F,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,9.0,43.62,34552.27,644.71,No,Yes,Yes,No Information Available,Poor Website,1
11,M,Town,Gold Membership,No,Without Offers,Both,Fiber_Optic,13.0,573.11,34251.49,697.62,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
40,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10.0,31.48,36689.63,1047.932942,No,Yes,Yes,Solved,Poor Customer Service,1
59,M,Village,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,97.11,20949.88,719.79,Yes,No,No,Not Applicable,Poor Website,0
27,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21.0,1077.780947,23003.35,748.83,No,Yes,No,Not Applicable,Poor Customer Service,0
18,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,32.6,34419.15,764.63,No,Yes,No,Not Applicable,No reason specified,0
50,F,Town,No Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,14.0,365.76,5898.99,697.62,Yes,No,No,Not Applicable,Poor Website,1
40,F,Village,No Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,13.0,1749.56,35004.73,661.22,No,Yes,No,Not Applicable,No reason specified,1
20,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,7.0,1661.313935,58084.81,1108.019749,Yes,No,No,Not Applicable,Products always in Stock,0
15,M,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23.0,32.13,23137.68,577.48,No,Yes,No,Not Applicable,Poor Customer Service,1
63,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14.0,153.91,70276.43,811.89,Yes,No,Yes,Solved,Reasonable Price,0
53,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,15.0,30.17,41125.11,634.62,Yes,No,No,Not Applicable,Too many ads,1
50,F,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,,83.19,10537.61,662.95,Yes,No,Yes,Unsolved,Too many ads,1
62,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14.0,810.3665953,37457.24,675.79,Yes,No,Yes,Solved in Follow-up,Poor Website,1
31,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,392.7,8963.32,762.55,Yes,Yes,No,Not Applicable,Reasonable Price,0
29,F,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17.0,233.59,40611.66,736.18,Yes,No,Yes,No Information Available,Quality Customer Care,0
18,M,Town,Gold Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,4.0,443.86,18432.14,709.94,No,Yes,No,Not Applicable,Poor Product Quality,1
45,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,25.0,451.28,87953.83,786.91,Yes,No,Yes,No Information Available,User Friendly Website,0
19,F,City,Basic Membership,No,Without Offers,Desktop,Wi-Fi,14.0,338.23,28753.96,697.62,Yes,No,Yes,No Information Available,Too many ads,1
32,M,City,Basic Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,,326.78,29478.64,581.94,No,Yes,Yes,Solved,Poor Website,1
16,F,Town,Basic Membership,No,Without Offers,Desktop,Wi-Fi,17.0,98.87,6649.96,628.09,No,Yes,Yes,No Information Available,Too many ads,1
37,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,23.0,290.47,24412.16,1128.467198,No,Yes,No,Not Applicable,Too many ads,0
26,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,108.39,36239.43,695.59,Yes,No,No,Not Applicable,Poor Product Quality,1
29,M,Village,No Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,20.0,594.31,49871.47,556.82,Yes,No,No,Not Applicable,Poor Product Quality,1
41,F,Town,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,,33.47,25981.05,737.73,Yes,No,No,Not Applicable,Poor Website,0
37,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,7.0,445.55,45394.46,189.0545292,Yes,No,Yes,Solved,Too many ads,1
45,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,1066.522714,19146.55,664.15,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
52,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20.0,31.98,29504.02,685.98,Yes,No,No,Not Applicable,Poor Product Quality,1
56,M,City,Silver Membership,No,Without Offers,Desktop,Wi-Fi,,33.3,32344.32,1092.887674,Yes,No,Yes,Unsolved,Poor Website,1
41,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,16.0,450.14,2786.35,789.42,No,Yes,Yes,Solved,No reason specified,0
12,F,Village,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5.0,32.67,31761.48,632.44,No,Yes,No,Not Applicable,Poor Customer Service,1
30,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,483.05,60127.03,773.45,Yes,Yes,Yes,No Information Available,Products always in Stock,0
62,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,8.0,34.45,32957.6,525.71,No,Yes,No,Not Applicable,No reason specified,1
42,M,Town,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,7.0,183.87,19594.6,738.01,Yes,No,Yes,Unsolved,No reason specified,0
48,F,Town,Platinum Membership,No,Without Offers,Smartphone,Wi-Fi,20.0,-850.6519326,4038.55,717.74,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
29,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,7.0,266.96,15990.29,392.8923093,No,Yes,Yes,Unsolved,Reasonable Price,0
31,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,214.79,24636.35,697.62,Yes,Yes,Yes,Solved,Too many ads,0
49,F,Town,Premium Membership,No,Without Offers,Smartphone,Wi-Fi,17.0,101.67,26326.03,731.24,No,Yes,Yes,Solved,Poor Product Quality,0
62,M,City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18.0,327.32,38803.7,697.62,Yes,No,Yes,Solved,No reason specified,0
14,M,Town,No Membership,No,Without Offers,Desktop,Fiber_Optic,4.0,437.55,7971.32,651.29,Yes,No,Yes,Solved in Follow-up,Poor Website,1
39,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10.0,33.62,11090.95,675.32,No,Yes,No,Not Applicable,Poor Product Quality,1
40,M,Village,Silver Membership,Yes,Without Offers,Both,Fiber_Optic,3.0,211.79,23696.63,781.21,Yes,No,No,Not Applicable,Products always in Stock,0
14,F,Town,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,9.0,260.72,45885.54,697.87,Yes,No,No,Not Applicable,Poor Website,1
27,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,358.38,84099.49,697.62,Yes,No,No,Not Applicable,Reasonable Price,0
26,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4.0,93.83,14762.63,51.71147598,Yes,No,Yes,Unsolved,No reason specified,1
23,F,City,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,17.0,153.3,6351.32,716.54,No,Yes,Yes,Unsolved,Poor Product Quality,1
29,M,Village,Premium Membership,Yes,Without Offers,Desktop,Wi-Fi,7.0,125.16,5548.46,709.14,No,Yes,No,Not Applicable,Poor Product Quality,0
14,F,Village,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,14.0,268.89,44849.05,796.83,No,Yes,No,Not Applicable,Too many ads,0
19,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20.0,33.85,7918.79,641.91,Yes,No,No,Not Applicable,No reason specified,1
64,F,Town,No Membership,No,Without Offers,Smartphone,Wi-Fi,21.0,52.21,35454.82,951.4275969,No,Yes,Yes,No Information Available,Poor Customer Service,1
35,F,Village,Platinum Membership,No,Without Offers,Desktop,Fiber_Optic,16.0,-392.0972165,79055.3,820.82,Yes,Yes,Yes,No Information Available,User Friendly Website,0
41,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,401.16,37839.53,521.38,Yes,No,Yes,Unsolved,Poor Website,1
55,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,454.6986247,20534.97,739.95,Yes,No,No,Not Applicable,Poor Website,0
